course_code,title,department,course_number,description,credits,prerequisites_raw,catalog_year,calendar_system,source_url,scraped_at,has_description,has_title,recommendable
MATH475,Cryptography,MATH,475,"Classic cryptosystems, elementary number theory, RSA, ElGamal, discrete logarithms, digital signatures, plus a special topic selected from elliptic curves, information theory, and quantum cryptography.",3.0,(MATH 201 [Min Grade: D] or MATH 261 [Min Grade: D]) and MATH 311 [Min Grade: D],2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/math/,2026-09-19T10:53:08.793396+00:00,True,True,True
MATH483,Introduction  to Monte Carlo Methods,MATH,483,"Covers system simulation, Monte Carlo methods, discrete event modeling techniques, queuing models, programming considerations, statistical definitions and concepts, random number generation, output analysis, and design of computer experiments.",3.0,MATH 311 [Min Grade: C],2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/math/,2026-09-19T10:53:08.793421+00:00,True,True,True
MATH489,Tensor Calculus,MATH,489,"Covers tensor algebra, including coordinate transformations, fundamental quadratic form, covariant and contravariant tensors, Riemannian metric, and applications.",3.0,(MATH 201 [Min Grade: C] or MATH 261 [Min Grade: C] or ENGR 231 [Min Grade: C]) and MATH 200 [Min Grade: C],2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/math/,2026-09-19T10:53:08.793442+00:00,True,True,True
FIN150,Financial Literacy,FIN,150,"Financial literacy is designed to help students understand their personal financial lives. Students will be exposed to how to make everyday decisions (e.g., rent/buy a house or lease/own a car) as well as understand credit cards, student loans, consumer purchasing decisions, insurance, and other financial decisions.",4.0,,2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/fin/,2026-09-19T10:53:10.017548+00:00,True,True,True
FIN301,Introduction to Finance,FIN,301,"Covers financial structure of a corporation, short-and long-term financial policies, sources and uses of capital funds, asset valuation, capital budgeting, and corporate growth.",4.0,ACCT 115 [Min Grade: D] or ACCT 110 [Min Grade: D] or ACCT 120 [Min Grade: D],2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/fin/,2026-09-19T10:53:10.017589+00:00,True,True,True
FIN302,Intermediate Corporate Finance,FIN,302,"Provides an in-depth treatment of long-term financing decisions, including estimation of the cost of capital, financial leverage, dividend policy, and working capital analysis.",4.0,FIN 301 [Min Grade: C] and (STAT 201 [Min Grade: C] or STAT 205 [Min Grade: C]),2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/fin/,2026-09-19T10:53:10.017613+00:00,True,True,True
FIN321,Investment Securities & Markets,FIN,321,"Covers stocks, bonds, other investment vehicles, and operation and regulation of the stock market.",4.0,FIN 301 [Min Grade: C] and (STAT 202 [Min Grade: C] or STAT 206 [Min Grade: C]),2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/fin/,2026-09-19T10:53:10.017635+00:00,True,True,True
FIN323,Risk Management,FIN,323,"Provides a fundamental understanding of risk and return, modern portfolio theory, asset pricing models, performance evaluation, and the use of derivatives to hedge and manage risk.",4.0,FIN 321 [Min Grade: C] and (STAT 202 [Min Grade: C] or STAT 206 [Min Grade: C]),2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/fin/,2026-09-19T10:53:10.017656+00:00,True,True,True
FIN325,Financial Institutions and Markets,FIN,325,Covers understanding of the financial system from the money-creation process to the functioning of the Federal Reserve System to the role and management of financial institutions.,4.0,FIN 301 [Min Grade: C] and (STAT 201 [Min Grade: C] or STAT 205 [Min Grade: C]),2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/fin/,2026-09-19T10:53:10.017680+00:00,True,True,True
FIN330,Derivative Securities,FIN,330,The analysis and pricing of derivative securities including futures and options: applications to risk management and portfolio management.,4.0,FIN 323 [Min Grade: C],2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/fin/,2026-09-19T10:53:10.017701+00:00,True,True,True
FIN332,Investment Analysis,FIN,332,"Introduces investment analysis, with particular emphasis on financial statement analysis.",4.0,FIN 321 [Min Grade: C],2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/fin/,2026-09-19T10:53:10.017723+00:00,True,True,True
FIN335,Entrepreneurial Finance,FIN,335,"The purpose of the course is to bring financial management decision, tools and techniques typically applied in corporate contexts into the realm of entrepreneurship. This course presents the importance of understanding and applying entrepreneurial finance methods and tools to help ensure a successful venture.",4.0,FIN 301 [Min Grade: C],2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/fin/,2026-09-19T10:53:10.017744+00:00,True,True,True
FIN339,Fintech,FIN,339,"This course examines the growing FinTech industry, which is short-hand for Financial Technology. FinTech is defined as the set of new technologies and innovations in the delivery of financial services. The course will compare these innovations to their more traditional counterparts considering both the benefits of these FinTech innovations, as well as their limitations.",4.0,FIN 301 [Min Grade: C],2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/fin/,2026-09-19T10:53:10.017765+00:00,True,True,True
FIN340,Seminar in Finance,FIN,340,Covers current topics and selected cases in finance.,4.0,FIN 302 [Min Grade: C] and FIN 321 [Min Grade: C] and FIN 325 [Min Grade: C],2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/fin/,2026-09-19T10:53:10.017787+00:00,True,True,True
FIN341,Applied Portfolio Management,FIN,341,"This course covers topics related to portfolio management. Students will learn how to analyze industries, select securities for inclusion in investment portfolios, and analyze portfolio performance. Students will participate in the management of a real investment portfolio for the duration of the course.",4.0,FIN 321 [Min Grade: C],2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/fin/,2026-09-19T10:53:10.017807+00:00,True,True,True
FIN342,Advanced Portfolio Management,FIN,342,This course covers advanced topics related to portfolio management. Students will learn how to analyze industries and the investment potential of individual securities in depth. They will also learn advanced methods for analyzing portfolio performance and investment strategy. Students will participate in the management of a real investment portfolio for the duration of the course.,4.0,FIN 341 [Min Grade: C],2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/fin/,2026-09-19T10:53:10.017829+00:00,True,True,True
FIN345,Mergers & Acquisitions,FIN,345,"The purpose of this course is to guide students to a better understanding of mergers (forming a new company by combining with another firm) and acquisitions (purchasing another firm) from the perspective of a corporation. Students will analyze the process in which one firm identifies potential other firms to take over and how to calculate the value of these firms. Further, student will be exposed to additional issues that arise when corporations undertake mergers and acquisitions.",4.0,FIN 301 [Min Grade: C] and FIN 302 [Min Grade: C] and FIN 321 [Min Grade: C],2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/fin/,2026-09-19T10:53:10.017851+00:00,True,True,True
FIN346,Global Financial Management,FIN,346,"Examines the investment and financing strategies of multinational corporations. Covers topics including capital acquisition in the international environment, international investment borrowing, international corporate restructuring, currency swaps and recapitalizations, hedging techniques, and international risk-management instruments.",4.0,FIN 301 [Min Grade: C],2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/fin/,2026-09-19T10:53:10.017876+00:00,True,True,True
FIN351,Financial Literacy,FIN,351,"Financial literacy is designed to educate students within the parameters of their personal financial goals and objectives, establishing a path into financial independence. Students will be exposed to how to make everyday decisions (e.g., rent versus buy a house or lease versus own a car) as well as understand credit cards, student loans, consumer purchasing decisions, insurance, and other financial decisions.",4.0,,2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/fin/,2026-09-19T10:53:10.017897+00:00,True,True,True
FIN360,Private Equity,FIN,360,"This course covers the foundation, mechanics and strategies for Private Equity (PE) and Venture Capital transactions. Private equity is a form of intermediation that takes investors’ capital and deploys it directly in a portfolio of private companies. Once the investment is made, the PE firm takes an active role in managing and monitoring the company prior to “exiting” that is, selling the firm at a premium to maximize returns of the initial shareholders (investors). The course covers the operations and organization of a PE firm from the fund formation to exit. It describes in considerable details the steps required for a successful implementation ofsourcing,funding,evaluating/investing and exiting a deal. The course outlines how private equity fits into the architecture of the financial/investment world.",4.0,FIN 321 [Min Grade: C] and FIN 325 [Min Grade: C],2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/fin/,2026-09-19T10:53:10.017920+00:00,True,True,True
FIN440,Credit Risk Analysis,FIN,440,"The course focuses on the firm’s credit worthiness. It is designed to allow students to experience the responsibilities of a credit analyst. Students will learn to interpret financial statements, identify a firm’s financial vulnerabilities and complete a full credit risk analysis. Upon course completion, students should be able to evaluate financial statements, determine the credit strength of the firm and answer the question “do you feel comfortable lending the company money.”.",4.0,FIN 301 [Min Grade: C] and FIN 302 [Min Grade: C] and FIN 321 [Min Grade: C] and FIN 325 [Min Grade: C],2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/fin/,2026-09-19T10:53:10.017943+00:00,True,True,True
FIN450,Personal Wealth Management,FIN,450,"The focus of this course will be on the logic and principles underlying personal financial management as well as implementing tools and techniques for achieving sound financial goals. Topics include: investment decision analysis, consumer credit, tax planning, actuarial opportunities, financial investment strategies, and retirement planning.",4.0,FIN 302 [Min Grade: C] and FIN 321 [Min Grade: C],2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/fin/,2026-09-19T10:53:10.017965+00:00,True,True,True
ECON201,Principles of Microeconomics,ECON,201,"What is produced in an economy? How is it produced? Who gets the product? When do markets succeed or fail? To answer these and many other fundamental questions related to the real-world behavior of consumers and firms, this course will teach you how to think like an economist. It will introduce you to economics and microeconomic theory with an emphasis on policy and empirical applications. You will develop skills, insights, and working knowledge of economics that are crucial for successful decisions by consumers, business executives, policymakers, entrepreneurs, and global leaders.",4.0,,2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/econ/,2026-09-19T10:53:11.237406+00:00,True,True,True
ECON202,Principles of Macroeconomics,ECON,202,"Examines measurement, growth, and fluctuation of aggregate economic activity. Includes national income accounting and explains determination of output, employment, and price level. Also provides an introduction to international economics, money and banking, and economic policy. Some or all pre-requisites may be taken as either a pre-requisite or co-requisite. Please see the department for more information.",4.0,ECON 201 [Min Grade: D] (Can be taken Concurrently),2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/econ/,2026-09-19T10:53:11.237449+00:00,True,True,True
ECON203,[WI] Survey of Economic Policy,ECON,203,"This course will introduce students to the application of economic principles for a variety of policy-relevant topics covered in more advanced economics classes. Examples of applications may include the analysis of financial and economic crises, mergers, free trade agreements, social security, and unemployment.",4.0,ECON 202 [Min Grade: D] (Can be taken Concurrently) and ECON 201 [Min Grade: D],2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/econ/,2026-09-19T10:53:11.237474+00:00,True,True,True
ECON240,Economics of Health Care Systems,ECON,240,"Examine the health care industry from an economic perspective, including demand, cost-benefit analysis, insurance, supply constraints, and the role of the government.",4.0,,2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/econ/,2026-09-19T10:53:11.237496+00:00,True,True,True
ECON248,Mathematical Models in Economics,ECON,248,"The purpose of the Mathematical Models in Economics course is to cover basic calculus optimization as applied in economics contexts to prepare students for intermediate level economics courses. While the main tools for the course are obviously math tools, they are math used in business and economic analysis, modeling, and research. The course will go over applications of unconstrained and constrained optimization to microeconomics, macroeconomics, and econometrics and make the connections between the tools we cover and their uses. That will also include both single and multi-variate calculus applications and the conditions for optimality. Economic interpretation of the math is more important than the math itself and the real focus of the course.",2.0,(MATH 102 [Min Grade: C] or MATH 117 [Min Grade: C] or MATH 121 [Min Grade: C]) and ECON 201 [Min Grade: C],2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/econ/,2026-09-19T10:53:11.237519+00:00,True,True,True
ECON250,Game Theory and Applications,ECON,250,"Introduces the basic ideas of game theory with a minimum of mathematics; and discuses application to economics, politics, business, behavioral science, philosophy, population biology and engineering.",4.0,STAT 201 [Min Grade: C] or STAT 205 [Min Grade: C] or MATH 107 [Min Grade: C] or MATH 310 [Min Grade: C] or MATH 311 [Min Grade: C],2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/econ/,2026-09-19T10:53:11.237542+00:00,True,True,True
ECON260,Economics of Small Business,ECON,260,"Discusses economic topics relevant to the role and varieties of small businesses in industrialized economies, and to government policy with respect to small business.",4.0,ECON 201 [Min Grade: C],2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/econ/,2026-09-19T10:53:11.237564+00:00,True,True,True
ECON270,Using Big Data to Solve Economic and Social Problems,ECON,270,"This course shows how big data can be used to understand and address some of the most important social and economic problems of our time. The course introduces students to research questions and policy applications in economics and social science in a non-technical manner that does not require prior coursework in economics or statistics, making it suitable both for students exploring economics for the first time as well as for more advanced students. The course will cover topics such as equality of opportunity, education, innovation and entrepreneurship, health care, climate change, tax policy, globalization, and the COVID-19 pandemic. In the context of these topics, the course will also introduce the basics of data science, including regression, causal inference, and machine learning.",4.0,,2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/econ/,2026-09-19T10:53:11.237586+00:00,True,True,True
ECON301,Microeconomics,ECON,301,"Examines theory of the firm and theory of the consumer in a rigorous fashion. Also covers risk and uncertainty, price determination, market failures, and analysis of various government policies.",4.0,ECON 201 [Min Grade: C] and ECON 202 [Min Grade: C] and (MATH 102 [Min Grade: C] or MATH 117 [Min Grade: C] or MATH 121 [Min Grade: C]),2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/econ/,2026-09-19T10:53:11.237609+00:00,True,True,True
ECON321,Macroeconomics,ECON,321,"Provides an in-depth introduction to dominant theories behind short-run economic fluctuations and long-run economic growth. Employs both mathematical and graphical tools to discuss determination of output, employment, and price level in the aggregate economy. Also covers effectiveness of monetary and fiscal policies in dealing with unemployment and inflation.",4.0,ECON 201 [Min Grade: C] and ECON 202 [Min Grade: C] and ECON 301 [Min Grade: C] and (MATH 102 [Min Grade: C] or MATH 117 [Min Grade: C] or MATH 121 [Min Grade: C]),2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/econ/,2026-09-19T10:53:11.237631+00:00,True,True,True
ECON322,[WI] Economics Seminar,ECON,322,Requires research and writing of a scholarly paper on a topic in economics approved by an appointed faculty adviser.,4.0,ECON 301 [Min Grade: C] and ECON 321 [Min Grade: C],2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/econ/,2026-09-19T10:53:11.237653+00:00,True,True,True
ECON324,Economics of Happiness,ECON,324,"This course will discuss applications of survey studies of subjective well-being or “happiness” to economics and public policy, with some of the philosophic issues that arise from this.",4.0,ECON 201 [Min Grade: D] and ECON 202 [Min Grade: D],2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/econ/,2026-09-19T10:53:11.237682+00:00,True,True,True
ECON326,[WI] Economic Ideas,ECON,326,Covers the history of economic thought and development of different schools of thinking in economics.,4.0,ECON 201 [Min Grade: C] and ECON 202 [Min Grade: C],2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/econ/,2026-09-19T10:53:11.237707+00:00,True,True,True
ECON330,Managerial Economics,ECON,330,"Covers applied economics relevant for decision-making processes. Emphasizes profit management, demand and cost analysis, pricing, and government policy.",4.0,ECON 201 [Min Grade: C],2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/econ/,2026-09-19T10:53:11.237729+00:00,True,True,True
ECON331,International Macroeconomics,ECON,331,"This course covers fundamental issues in open economy macroeconomics. We will learn about how fiscal and monetary policy work when the economy is open to international trade in goods and services and to international capital flows. We will also study the effects of these policies on the current account and the exchange rate. The course treatment will be mainly theoretical. However, we will frequently refer to features of the international financial markets data, and we will use examples, case studies, readings, videos and policy applications to illustrate the findings of the theory and/or to try to bridge the gap between the predictions of theoretical models and real world developments.",4.0,ECON 201 [Min Grade: C] and ECON 202 [Min Grade: C],2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/econ/,2026-09-19T10:53:11.237751+00:00,True,True,True
ECON334,Public Finance,ECON,334,"This course explores the role of government in the economy. Students will analyze the rationales for government policies as well as their implications for equity and efficiency. Much of the course will center on current policy issues related to the national debt, Social Security, education, environmental protection and taxation. Both theoretical applications and empirical findings will be discussed.",4.0,ECON 201 [Min Grade: C] and (MATH 102 [Min Grade: C] or MATH 117 [Min Grade: C] or MATH 121 [Min Grade: C]),2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/econ/,2026-09-19T10:53:11.237772+00:00,True,True,True
ECON336,Labor Economics,ECON,336,"Develops an understanding of how labor institutions operate to determine wages and employment. Examines alternative policy questions involving unemployment and inflation, collective bargaining, investment in education and training, and other labor-related questions. Requires students to apply theoretical and empirical abilities to research a labor-related issue and improve the ability to think clearly and communicate effectively.",4.0,ECON 201 [Min Grade: C],2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/econ/,2026-09-19T10:53:11.237794+00:00,True,True,True
ECON338,Industrial Organization,ECON,338,"Examines observational studies of industries with respect to competitive or non-competitive structure, conduct, and performance. Considers implications of profitability, technological innovation, antitrust policy, and competitiveness in trade. Reviews problems of measurement and sources of data.",4.0,ECON 301 [Min Grade: C] and (ECON 248 [Min Grade: B] or MATH 121 [Min Grade: C]),2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/econ/,2026-09-19T10:53:11.237821+00:00,True,True,True
ECON342,Economic Development,ECON,342,"Covers topics including driving forces of economic growth, economic planning, income distribution and poverty, labor migration, capital markets and saving, international debt problems and global economic crisis. Emphasizes underlying theories and realities of economic growth and development of less developed economies and emerging economies.",4.0,ECON 201 [Min Grade: C] and ECON 202 [Min Grade: C],2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/econ/,2026-09-19T10:53:11.237843+00:00,True,True,True
ECON344,Comparative Economic Systems,ECON,344,"Covers theory and contemporary practices of capitalism, socialism, fascism, and the welfare state as economic systems.",4.0,ECON 201 [Min Grade: C] and ECON 202 [Min Grade: C],2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/econ/,2026-09-19T10:53:11.237868+00:00,True,True,True
ECON348,Mathematical Economics,ECON,348,"Discusses the application of mathematics in economic models, with extensive discussion of economic applications of linear algebra and calculus. Considers implications of the assumptions of maximization of profits and utility. Stresses mathematical models and techniques useful in statistical applications of economics.",4.0,ECON 201 [Min Grade: C] and (MATH 102 [Min Grade: C] or MATH 117 [Min Grade: C] or MATH 121 [Min Grade: C]),2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/econ/,2026-09-19T10:53:11.237893+00:00,True,True,True
ECON350,[WI] Applied Econometrics,ECON,350,"Applies statistics to economics, with emphasis on the special problems of statistical analysis of economic data, sources of data, and examples of applications and models. Covers forecasting the impacts of changing economic policy and of developments in industrial markets using economic-statistical models.",4.0,ECON 201 [Min Grade: C] and ECON 202 [Min Grade: C] and (STAT 201 [Min Grade: C] or MATH 311 [Min Grade: C]),2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/econ/,2026-09-19T10:53:11.237915+00:00,True,True,True
ECON351,Resource and Environmental Economics,ECON,351,"Examines the microeconomic and quantitative aspects of markets for both renewable and exhaustible resources, and the interaction between the energy and resource sectors of the economy and between the productive sectors of the economy and the natural environment, with evaluation of major public policy initiatives and issues in these areas.",4.0,ECON 201 [Min Grade: C],2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/econ/,2026-09-19T10:53:11.237938+00:00,True,True,True
ECON354,Money and Banking,ECON,354,"This is a course about the role of money and financial intermediation in modern economies and therefore the environment in which businesses operate. The course is organized around three sets of questions. First, what is money and why is it necessary? How can seemingly worthless paper serve a key purpose in a market economy? Second, what is the role of banks, both historically and in the more complex financial system of today? What are the origins of banking panics such as those experienced at the onset of the Great Depression or during the 2007-08 financial crisis? Third, how do central banks conduct monetary policy and what types of policies should the Federal Reserve and other government agencies follow to prevent financial crises?.",4.0,ECON 321 [Min Grade: C] or FIN 325 [Min Grade: C],2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/econ/,2026-09-19T10:53:11.237960+00:00,True,True,True
ECON360,Time Series Econometrics,ECON,360,"Introduce time-series econometric models and provide tools for empirical analysis using time-series economic and financial data, with specific emphasis on application and forecasting.",4.0,ECON 201 [Min Grade: D] and ECON 202 [Min Grade: D] and ECON 350 [Min Grade: D],2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/econ/,2026-09-19T10:53:11.237981+00:00,True,True,True
ECON361,Health Economics,ECON,361,"This course covers the economics of health and health care. Students will study how health is produced, how health insurance markets work, the government role in health care, cost benefit analysis, and the markets for medical education, pharmaceuticals and physician and hospital services. Students will learn to analyze health systems on grounds of efficiency and equity, and to assess the credibility of research in health economics and health policy. This course should be of interest to students who are interested in public policy issues surrounding health, health care, health in developing nations and health care reform.",4.0,ECON 201 [Min Grade: C],2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/econ/,2026-09-19T10:53:11.238002+00:00,True,True,True
ECON365,Behavioral Economics,ECON,365,"This course provides a systematic introduction to behavioral economics, the field aimed at modeling and understanding how individuals make decisions based on psychological and experimental evidence. The course will introduce the main behavioral patterns underlying some of the most important areas of economic decision making. Examples include consumption and saving decisions, choice under risk, as well as social and strategic interactions. Students will also learn the models that try to explain these behaviors and their applications to policy making.",4.0,ECON 201 [Min Grade: C],2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/econ/,2026-09-19T10:53:11.238023+00:00,True,True,True
ECON366,Topics in Behavioral Economics,ECON,366,"This course covers important topics in behavioral economics, the field aimed at modeling and understanding how individuals make decisions based on psychological and experimental evidence. The course focuses on behavioral insights about social and strategic interaction, behavioral industrial organization, behavioral economic policy and experimental economics. The course will also introduce students to empirical analysis of choice data and to the design and implementation of experiments.",4.0,ECON 201 [Min Grade: C] and ECON 202 [Min Grade: C],2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/econ/,2026-09-19T10:53:11.238045+00:00,True,True,True
ECON370,Experiments and Causality in Economics,ECON,370,"This course covers state-of-the-art statistical techniques for identifying causal effects. Students will study these techniques by applying them to data used in published papers from a variety of fields in economics and social science (e.g. health, labor, environment, business, taxation).",4.0,(STAT 201 [Min Grade: C] or MATH 311 [Min Grade: C]) and ECON 350 [Min Grade: C],2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/econ/,2026-09-19T10:53:11.238067+00:00,True,True,True
ECON380,Economic Crises: The American Experience,ECON,380,"This class examines the economic and political events of the U.S. in the 19th, 20th and early 21st centuries. The course combines economics, politics, and history to get a wide (but by no means comprehensive) view of the issues, politics, and events that have shaped the course of the US economy for the last 100+ years. Special attention will be given to economic panics and crises and how financial markets respond to calamity, including what gave rise to panics and crises, and their aftermath, along with a study of how they shaped future institutions, regulations, and policy.",4.0,ECON 201 [Min Grade: C] and ECON 202 [Min Grade: C],2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/econ/,2026-09-19T10:53:11.238089+00:00,True,True,True
BUSN101,Foundations of Business I,BUSN,101,"Introduces the fundamental structures and functions of business organizations and the opportunities for career advancement within such organizations. Develops relevant business skills for professional success, emphasizing teams, communication, and real-world examples.",4.0,,2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/busn/,2026-09-19T10:53:12.425386+00:00,True,True,True
BUSN102,Foundations of Business II,BUSN,102,"Exposes students to the external environments (local, national, and international) within which business organizations operate. Continues to build on important managerial and communication issues.",4.0,BUSN 101 [Min Grade: D],2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/busn/,2026-09-19T10:53:12.425423+00:00,True,True,True
BUSN105,Applied Business Analysis,BUSN,105,"This course is an introductory course in using spreadsheets as a tool to solve business problems. Through a series of hands-on exercises, the student will create, edit, and format worksheets while addressing problems in each of the functional areas including: marketing, accounting, finance, sports management. Topics include: creating, saving, retrieving, formatting, editing, printing, creating formulas, using functions, naming cells and ranges, creating tables, creating charts, defining range names, validating data, sorting and filtering data, maintaining file organization, and using templates. Each week, students will apply their knowledge of spreadsheets to explore business frameworks and approaches which will aid them in their co-op’s and higher-level coursework.",3.0,,2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/busn/,2026-09-19T10:53:12.425447+00:00,True,True,True
BUSN111,Foundations for Business,BUSN,111,"Provides an integrated foundation for future business courses. Orients transfer and evening students to the main disciplines and functions of business, in both the internal and external environments; enables hands-on analysis of information and decision-making in a competitive arena; and provides an opportunity to develop teamwork and to enhance communication, presentation, and other management skills. This course cannot be used as part of your degree requirements if you were enrolled in the BUSN 101 Foundations of Business I and BUSN 102 Foundations of Business II sequence.",4.0,,2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/busn/,2026-09-19T10:53:12.425473+00:00,True,True,True
BUSN211,Peer Mentoring & Leadership Practicum,BUSN,211,This course is designed to highlight and develop mentoring and leadership skills required to guide and assist incoming freshmen in their transition to college. Students will develop critical thinking as it relates to leadership and the integration of those skills. The course is experiential in nature as students will immediately look to apply knowledge gained within the course.,2.0,UNIV B101 [Min Grade: B],2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/busn/,2026-09-19T10:53:12.425498+00:00,True,True,True
BUSN350,Thinking (A)Broad - An Intensive Course Abroad in Business,BUSN,350,"This course will provide students with a one-week global experience as an intensive course abroad (ICA). It will be combined with a pre-term or post-term program instruction during the term offered. Course themes will vary depending upon the location and topic of focus, as well as with any partnering institutions, universities or companies. Faculty approval is required and students must apply through the Drexel Education Abroad website. There will be a program fee for the travel portion of the course. This course can be taken as an Honors option with departmental approval. Examples include Global Projects and Teams in Germany, Global Sustainable Leadership in the UK, and Global Project Leadership in The Netherlands.",4.0,(BUSN 101 [Min Grade: D] and BUSN 102 [Min Grade: D]) or BUSN 111 [Min Grade: D],2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/busn/,2026-09-19T10:53:12.425524+00:00,True,True,True
BUSN370,Healthcare Value Creation,BUSN,370,"This course presents the principles and dynamics of the U.S. healthcare industry through the business lens of industry, patients, providers, healthcare facilities and technology. The class will be using key readings, case studies, guest speakers, and didactic lectures. Students will analyze the institutional, social, economic/financial and political forces in the field of healthcare and modern healthcare. This course introduces an overview to the healthcare stakeholders in a variety of settings, Students will also examine current trends in modern healthcare delivery. All students in all disciplines have the ability to add to the dynamic classroom discussions and debates.",4.0,,2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/busn/,2026-09-19T10:53:12.425704+00:00,True,True,True
BUSN430,Mentoring & Leadership Development Practicum,BUSN,430,"The role of the Peer Mentor is one of a role-model, tutor and trusted colleague. This course is designed to teach mentoring skills required by Teaching Assistants in BUSN 101 and for early career managers.",2.0,FIN 301 [Min Grade: B] and ACCT 115 [Min Grade: B] and ACCT 116 [Min Grade: B],2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/busn/,2026-09-19T10:53:12.425736+00:00,True,True,True
BUSN431,Mentoring & Leadership Development Practicum,BUSN,431,"The role of the peer mentor is one of a role model, tutor and trusted colleague. This course is designed to teach mentoring skills required by Teaching Assistants in BUSN 102 and for early career managers.",2.0,FIN 301 [Min Grade: B] and ACCT 115 [Min Grade: B] and ACCT 116 [Min Grade: B],2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/busn/,2026-09-19T10:53:12.425762+00:00,True,True,True
